id,content,choices
11913,呼気時に横隔膜はどうなる？,"弛緩する,収縮する,肥大する,伸展する"
11914,空気の通り道となる構造は？,"気管,食道,尿道,胆管"
11915,酸素を運搬する血液成分は？,"ヘモグロビン,アルブミン,血小板,フィブリン"
11917,血液中で主に運ばれる呼吸ガスは？,"酸素と二酸化炭素,窒素と水素,カルシウムと鉄,ナトリウムとカリウム"
11919,呼吸数が増加した状態を何という？,"頻呼吸,徐呼吸,無呼吸,低換気"
11920,呼吸数が減少した状態を何という？,"徐呼吸,頻呼吸,過換気,低酸素"
11921,血液中の二酸化炭素増加で呼吸はどうなる？,"促進される,停止する,変化しない,減少する"
11922,酸素不足状態を何という？,"低酸素,高酸素,高血圧,徐脈"
11923,呼吸時に胸郭を広げる筋は？,"外肋間筋,腹直筋,大臀筋,前脛骨筋"
11933,食物を胃へ運ぶ管は？,"食道,気管,尿道,胆管"
11934,空気の通り道となる管は？,"気管,食道,尿管,胆管"
11935,尿を膀胱へ送る管は？,"尿管,尿道,気管,食道"
11936,血糖調節ホルモンを分泌する臓器は？,"膵臓,肺,脾臓,胆嚢"
11937,肝臓で作られる消化液は？,"胆汁,胃液,膵液,唾液"
11945,水分再吸収を促進するホルモンは？,"ADH,インスリン,グルカゴン,パラトルモン"
11949,女性ホルモンとして代表的なものは？,"エストロゲン,テストステロン,アドレナリン,チロキシン"
11950,男性ホルモンとして代表的なものは？,"テストステロン,エストロゲン,インスリン,ADH"
11951,副腎髄質から分泌されるホルモンは？,"アドレナリン,インスリン,グルカゴン,メラトニン"
11952,甲状腺から分泌されるホルモンは？,"チロキシン,インスリン,コルチゾール,オキシトシン"
11953,ナトリウム再吸収を促進するホルモンは？,"アルドステロン,インスリン,メラトニン,エストロゲン"
11954,食物を最初に消化する場所は？,"口腔,胃,小腸,大腸"
11959,胆汁を作る臓器は？,"肝臓,胆嚢,膵臓,脾臓"
11962,脂肪の消化を助ける液体は？,"胆汁,胃液,唾液,血液"
11963,タンパク質を分解する消化酵素は？,"ペプシン,アミラーゼ,リパーゼ,マルターゼ"
11964,脂肪を分解する消化酵素は？,"リパーゼ,アミラーゼ,ペプシン,トリプシン"
11965,炭水化物を分解する酵素は？,"アミラーゼ,リパーゼ,ペプシン,トリプシン"
11968,蠕動運動とは？,"消化管内容物を送る運動,呼吸運動,血液循環,筋肥大"
11974,寒い時にみられる熱産生反応は？,"震え,発汗,徐脈,低換気"
11976,正常成人の平均体温は？,"約37℃,約30℃,約40℃,約42℃"
11980,体液量調節に重要な臓器は？,"腎臓,胃,肺,脾臓"
11982,脱水時に増加しやすいホルモンは？,"ADH,インスリン,グルカゴン,エストロゲン"
11983,恒常性維持に重要な調節機構は？,"フィードバック機構,骨形成,筋肥大,血液凝固"
12144,肘を曲げる運動を何という？,"屈曲,伸展,外転,回旋"
12145,肘を伸ばす運動を何という？,"伸展,屈曲,内転,回内"
12146,腕を横へ上げる運動は？,"外転,内転,屈曲,伸展"
12147,腕を身体へ近づける運動は？,"内転,外転,回外,回旋"
12148,前腕で手のひらを上に向ける運動は？,"回外,回内,外転,屈曲"
12149,前腕で手のひらを下に向ける運動は？,"回内,回外,伸展,外旋"
12150,足首でつま先を上げる運動は？,"背屈,底屈,内反,外反"
12151,足首でつま先立ちする運動は？,"底屈,背屈,外転,回旋"
12152,足底を内側へ向ける運動は？,"内反,外反,回内,回外"
12153,足底を外側へ向ける運動は？,"外反,内反,屈曲,伸展"
12154,肩関節を前へ上げる運動は？,"屈曲,伸展,外転,水平外転"
12155,肩関節を後ろへ引く運動は？,"伸展,屈曲,回内,内転"
12156,股関節を外側へ回す運動は？,"外旋,内旋,外転,回内"
12157,股関節を内側へ回す運動は？,"内旋,外旋,伸展,底屈"
12158,親指と小指を近づける運動は？,"対立,回外,外転,回旋"
12168,股関節外転の正常可動域は？,"45°,15°,90°,180°"
12189,歩行周期で両足が接地している時期を何という？,"両脚支持期,立脚期,遊脚期,加速期"
12190,歩行周期で足が床についている時期は？,"立脚期,遊脚期,加速期,減速期"
12191,歩行周期で足が床から離れている時期は？,"遊脚期,立脚期,両脚支持期,接地期"
12192,踵が床に接地する歩行時期は？,"初期接地,立脚終期,遊脚中期,前遊脚期"
12193,歩行時に最も安定している時期は？,"両脚支持期,遊脚期,加速期,減速期"
12194,歩行速度に最も影響する要素は？,"歩幅と歩行率,身長,体重,腕の長さ"
12195,歩行時に体重支持を主に行う時期は？,"立脚期,遊脚期,加速期,減速期"
12196,歩行時につま先が床から離れる時期は？,"前遊脚期,初期接地,立脚中期,遊脚終期"
12197,歩行時の重心移動で主に上下動を減らす構造は？,"膝関節屈曲,肩関節屈曲,肘関節伸展,頸部回旋"
12198,歩行時に骨盤の安定化へ重要な筋は？,"中臀筋,上腕二頭筋,腹直筋,前脛骨筋"
12199,遊脚期に足尖クリアランスへ重要な筋は？,"前脛骨筋,腓腹筋,大臀筋,僧帽筋"
12200,立脚終期で重要な運動は？,"足関節底屈,足関節背屈,膝関節屈曲,肩関節外転"
12201,歩行時に腕を振る主な目的は？,"バランス保持,呼吸促進,視覚補助,体温調節"
12202,正常歩行で歩隔は一般的にどうなる？,"狭すぎず広すぎない,完全に0cm,50cm以上,常に一定でない"
12203,片脚支持期で重要な能力は？,"バランス能力,握力,視力,聴力"
12204,正常姿勢で耳垂はどこと一直線上に近い？,"肩峰,膝蓋骨,足関節,肘関節"
12207,片脚立位で骨盤安定に重要な筋は？,"中臀筋,上腕二頭筋,腹直筋,前脛骨筋"
12208,立位姿勢保持で重要な筋群は？,"抗重力筋,表情筋,咀嚼筋,外眼筋"
12209,脊柱起立筋の主な役割は？,"体幹伸展と姿勢保持,膝関節屈曲,肩関節外転,足関節底屈"
12211,姿勢制御に関与する感覚器は？,"前庭器,胃,肺,肝臓"
12212,重心線が前方へ移動すると増えやすい負担は？,"腰部負担,握力低下,視力低下,聴力低下"
12214,姿勢保持で視覚が担う役割は？,"空間認識,筋収縮停止,骨形成,血液循環"
12215,立位時の支持基底面とは？,"足底で囲まれた範囲,肩幅,身長,骨盤幅"
12217,高齢者で低下しやすい能力は？,"バランス能力,骨長,肺数,歯数"
12218,良い姿勢の特徴は？,"最小限の筋活動で保持できる,常に筋緊張最大,重心が大きく偏る,支持基底面が極端に狭い"
12219,力の回転作用を何という？,"モーメント,慣性,張力,摩擦"
12220,身体に働く重力中心を何という？,"重心,支点,作用点,床反力"
12221,床から身体へ返ってくる力は？,"床反力,摩擦力,遠心力,張力"
12222,物体が静止状態を保とうとする性質は？,"慣性,弾性,粘性,可塑性"
12224,重心線が支持基底面外へ出るとどうなる？,"不安定になる,安定性が増す,筋力増加する,呼吸が停止する"
12225,てこの支点・力点・作用点を利用する学問は？,"バイオメカニクス,生化学,組織学,薬理学"
12226,筋が骨を引っ張ることで起こる運動は？,"てこ運動,回旋運動,波動運動,振動運動"
12227,関節中心から力の作用線までの距離を何という？,"モーメントアーム,支持基底面,重心線,床反力"
12228,歩行時に床を蹴ることで前進する原因は？,"床反力,重力消失,慣性停止,筋疲労"
12229,摩擦力が少なすぎるとどうなる？,"滑りやすくなる,安定性が増す,筋力が増加する,重心が固定される"
12230,人体で最も多くみられるてこは？,"第3のてこ,第1のてこ,第2のてこ,滑車"
12231,シーソーに例えられるてこは？,"第1のてこ,第2のてこ,第3のてこ,滑車"
12232,つま先立ちに例えられるてこは？,"第2のてこ,第1のてこ,第3のてこ,固定てこ"
12233,肘関節屈曲運動に多いのは？,"第3のてこ,第1のてこ,第2のてこ,固定軸"
12234,歩行分析で観察される基本要素は？,"立脚期と遊脚期,筋肥大と萎縮,脈拍と血圧,視力と聴力"
12235,椅子から立ち上がる動作で重要な関節運動は？,"股関節伸展,肩関節外転,前腕回外,足趾屈曲"
12237,歩行中の骨盤安定に重要な筋は？,"中臀筋,上腕二頭筋,前脛骨筋,広背筋"
12238,立ち上がり動作で重心はどう移動する？,"前上方,後下方,左右のみ,移動しない"
12239,歩行時のつまずき防止に重要な運動は？,"足関節背屈,足関節底屈,股関節内旋,肩関節伸展"
12240,しゃがみ込み動作で主に必要な関節運動は？,"股関節・膝関節屈曲,肩関節伸展,前腕回内,頸部伸展"
12242,立位保持で重要な能力は？,"バランス能力,握力,視力,聴力"
12243,歩行分析で観察される足の接地順序は？,"踵→足底→つま先,つま先→踵→足底,足底→踵→つま先,つま先→足底→踵"
12244,方向転換動作で重要な能力は？,"動的バランス,握力,肺活量,視力"
12245,歩行時に床から受ける力は？,"床反力,摩擦消失,遠心力,慣性消失"
12246,立ち上がり動作で最初に起こりやすい運動は？,"体幹前傾,体幹後屈,頸部回旋,肩関節外転"
12248,片脚立位時間は何の評価に使われる？,"バランス能力,肺機能,視力,握力"
14743,鎖骨骨折で損傷しやすい神経叢は？,"腕神経叢,腰神経叢,仙骨神経叢,頸神経叢"
14744,脛骨粗面に付着する筋は？,"大腿四頭筋,大臀筋,腓腹筋,前脛骨筋"
14745,坐骨結節に主に起始を持つ筋群は？,"ハムストリングス,下腿三頭筋,腸腰筋,大腿四頭筋"
14746,腓骨神経麻痺で起こりやすい歩行は？,"鶏歩,分回し歩行,失調性歩行,痙性歩行"
14747,肩甲棘の上方に存在する筋は？,"棘上筋,棘下筋,小円筋,肩甲下筋"
14748,大腿骨大転子に停止する筋として正しいのは？,"中臀筋,大腿直筋,薄筋,縫工筋"
14749,第2頸椎に存在する特徴的構造は？,"歯突起,横突孔,肋骨窩,仙骨角"
14750,肋骨と胸椎で構成される関節は？,"肋椎関節,肩鎖関節,仙腸関節,腕尺関節"
14751,踵骨に付着する代表的な腱は？,"アキレス腱,膝蓋腱,上腕二頭筋腱,腸脛靭帯"
14757,大腿四頭筋の停止部は？,"脛骨粗面,坐骨結節,大転子,踵骨"
14758,棘上筋の主な作用は？,"肩関節外転初動,肩関節内転,肘関節伸展,股関節屈曲"
14759,大臀筋を支配する神経は？,"下殿神経,上殿神経,大腿神経,坐骨神経"
14760,前鋸筋を支配する神経は？,"長胸神経,肩甲上神経,腋窩神経,橈骨神経"
14762,小円筋を支配する神経は？,"腋窩神経,橈骨神経,尺骨神経,正中神経"
14763,下垂手を起こしやすい神経麻痺は？,"橈骨神経,正中神経,尺骨神経,腋窩神経"
14764,猿手を起こしやすい神経麻痺は？,"正中神経,尺骨神経,橈骨神経,筋皮神経"
14765,鷲手を起こしやすい神経麻痺は？,"尺骨神経,正中神経,橈骨神経,腋窩神経"
14769,僧帽筋を支配する脳神経は？,"副神経,顔面神経,迷走神経,三叉神経"
14770,顔面表情筋を支配する神経は？,"顔面神経,三叉神経,舌咽神経,視神経"
14771,下腿三頭筋を支配する神経は？,"脛骨神経,深腓骨神経,浅腓骨神経,閉鎖神経"
14772,大腿四頭筋を支配する神経は？,"大腿神経,閉鎖神経,坐骨神経,脛骨神経"
14778,胃液を分泌する臓器は？,"胃,小腸,肝臓,脾臓"
14779,血液をろ過し尿を生成する臓器は？,"腎臓,膀胱,肝臓,胆嚢"
14780,食物を胃へ送る管状器官は？,"食道,気管,尿管,十二指腸"
14781,免疫機能にも関与する臓器は？,"脾臓,胃,膀胱,胆嚢"
14783,心臓から全身へ血液を送る最大の動脈は？,"大動脈,肺動脈,冠動脈,鎖骨下動脈"
14785,肺へ静脈血を送る血管は？,"肺動脈,肺静脈,大動脈,上大静脈"
14787,下肢の触診でよく確認する動脈は？,"足背動脈,肺動脈,腋窩動脈,脳底動脈"
14788,上肢で血圧測定時に使用される動脈は？,"上腕動脈,橈骨動脈,尺骨動脈,大腿動脈"
14789,門脈が血液を運ぶ先は？,"肝臓,肺,脾臓,腎臓"
14790,脳へ血液を送る主要動脈は？,"内頸動脈,大腿動脈,腋窩動脈,肺静脈"
14791,大腿三角を通る主要動脈は？,"大腿動脈,膝窩動脈,腓骨動脈,肺動脈"
14792,下大静脈が流入する部位は？,"右心房,左心房,右心室,左心室"
14793,脛骨は腓骨のどちら側に位置する？,"内側,外側,後方,前方"
14794,橈骨は尺骨のどちら側に位置する？,"外側,内側,後方,中央"
14797,膝窩動脈は膝窩でどの筋より深層にある？,"脛骨神経,皮膚,大伏在静脈,腓腹筋"
14798,大腿三角で最も内側に位置するのは？,"大腿静脈,大腿動脈,大腿神経,縫工筋"
14799,肺尖は鎖骨に対してどの位置まで達する？,"上方,下方,内側,後方"
14800,坐骨神経は大臀筋に対してどの位置を走行する？,"深層,浅層,前方,内側"
14801,腎臓は腹膜に対してどの位置にある？,"後腹膜,腹膜内,腹腔内,骨盤内"
14802,脊髄は椎体に対してどの位置に存在する？,"後方,前方,外側,下方"
14894,安静時膜電位の維持に重要なイオンは？,"K⁺,Na⁺,Ca²⁺,Mg²⁺"
14896,中枢神経系で髄鞘を形成する細胞は？,"オリゴデンドロサイト,シュワン細胞,星状膠細胞,ミクログリア"
14897,神経伝達物質として代表的なのは？,"アセチルコリン,インスリン,ヘモグロビン,ペプシン"
14898,交感神経刺激で起こりやすい反応は？,"心拍数増加,縮瞳,消化促進,排尿促進"
14899,副交感神経刺激で起こりやすい反応は？,"消化促進,心拍数増加,散瞳,発汗増加"
14900,膝蓋腱反射の中枢レベルは？,"L2〜4,L5〜S1,C5〜6,C7〜8"
14901,アキレス腱反射の中枢レベルは？,"S1〜2,L2〜4,C5〜6,T1〜2"
14902,脳幹に存在し呼吸調節へ重要な部位は？,"延髄,小脳,視床,基底核"
14907,速筋線維の特徴として正しいのは？,"疲労しやすい,持久力が高い,ミトコンドリアが多い,赤色が強い"
14908,遅筋線維の特徴として正しいのは？,"持久力が高い,疲労しやすい,白色が強い,瞬発力が高い"
14909,筋紡錘が主に感知するのは？,"筋の伸張,痛み,温度,血流"
14910,ゴルジ腱器官が存在する部位は？,"腱,筋腹,骨膜,皮膚"
14911,等尺性収縮の特徴は？,"筋長が変化しない,筋長が短縮する,筋長が伸張する,関節運動が大きい"
14912,遠心性収縮の特徴は？,"筋が伸びながら収縮する,筋が短縮する,筋活動がない,関節固定のみ行う"
14913,心拍数を増加させる自律神経は？,"交感神経,副交感神経,体性神経,迷走神経"
14914,副交感神経刺激で起こる変化は？,"心拍数低下,血圧上昇,瞳孔散大,発汗増加"
14915,全身へ血液を送り出す心室は？,"左心室,右心室,左心房,右心房"
14916,肺循環へ血液を送り出す心室は？,"右心室,左心室,左心房,右心房"
14918,血液凝固に重要な血液成分は？,"血小板,赤血球,白血球,リンパ球"
14920,正常成人の安静時心拍数に最も近いのは？,"60〜100回/分,20〜40回/分,120〜160回/分,180〜200回/分"
14921,血圧測定で一般的に使用される動脈は？,"上腕動脈,橈骨動脈,大腿動脈,肺動脈"
14923,吸息時に主に働く筋は？,"横隔膜,腹直筋,広背筋,大臀筋"
14925,ガス交換が行われる部位は？,"肺胞,気管,咽頭,気管支"
14927,呼吸時に酸素を運搬する血液成分は？,"ヘモグロビン,血小板,アルブミン,フィブリン"
14928,COPDで代表的にみられる症状は？,"呼吸困難,片麻痺,失語症,褥瘡"
14929,吸息時に胸郭を拡張する筋は？,"外肋間筋,内肋間筋,腹横筋,大腿四頭筋"
14930,動脈血酸素飽和度を測定する機器は？,"パルスオキシメータ,血圧計,心電計,肺活量計"
14931,気道へ異物侵入を防ぐ構造は？,"喉頭蓋,声帯,鼻甲介,甲状軟骨"
14932,肺活量測定で評価される主な機能は？,"換気機能,循環機能,腎機能,肝機能"
14933,腎臓の主な働きは？,"尿の生成,胆汁分泌,酸素交換,血糖上昇"
14934,膀胱に尿がたまると起こる反射は？,"排尿反射,嚥下反射,伸張反射,対光反射"
14935,胃で主に行われる働きは？,"食物の消化,尿の濃縮,酸素交換,造血"
14936,小腸の主な働きは？,"栄養吸収,便の貯留,胆汁産生,造血"
14937,大腸で主に吸収されるものは？,"水分,酸素,カルシウム,脂肪"
14938,肝臓の働きとして正しいのは？,"胆汁産生,酸素交換,尿生成,心拍調整"
14939,膵臓から分泌され血糖を下げるホルモンは？,"インスリン,アドレナリン,グルカゴン,コルチゾール"
14940,脾臓の働きとして正しいのは？,"免疫機能,尿生成,胆汁分泌,換気運動"
14941,食道で行われる主な運動は？,"蠕動運動,回旋運動,伸張反射,対光反射"
14942,胆嚢の主な役割は？,"胆汁の貯蔵,尿の生成,酸素交換,血液循環"
14945,成長ホルモンを分泌する器官は？,"下垂体前葉,甲状腺,副腎皮質,膵臓"
14946,代謝を促進するホルモンを分泌する器官は？,"甲状腺,副甲状腺,膵臓,脾臓"
14949,夜間に分泌が増えるホルモンは？,"メラトニン,アドレナリン,インスリン,アルドステロン"
14950,抗利尿ホルモンの主な作用は？,"水分再吸収促進,血糖低下,胃酸分泌,骨形成"
14951,アドレナリンを分泌する部位は？,"副腎髄質,副腎皮質,下垂体後葉,甲状腺"
14952,カルシトニンを分泌する器官は？,"甲状腺,副甲状腺,下垂体,膵臓"
14953,唾液に含まれデンプンを分解する酵素は？,"アミラーゼ,ペプシン,リパーゼ,トリプシン"
14954,胃液に含まれタンパク質を分解する酵素は？,"ペプシン,アミラーゼ,リパーゼ,マルターゼ"
14955,胆汁の主な働きは？,"脂肪乳化,糖分解,タンパク合成,酸素運搬"
14956,栄養吸収を主に行う部位は？,"小腸,大腸,胃,食道"
14957,水分吸収を主に行う部位は？,"大腸,胃,食道,十二指腸"
14959,嚥下時に気道閉鎖へ関与する構造は？,"喉頭蓋,声帯,鼻甲介,甲状軟骨"
14960,食物を胃へ送る運動は？,"蠕動運動,対光反射,伸張反射,屈曲反射"
14962,便の形成に最も関与する部位は？,"大腸,小腸,胃,食道"
14964,発汗による主な熱放散方法は？,"蒸発,伝導,放射,対流"
14966,高温時に起こりやすい反応は？,"皮膚血管拡張,筋収縮増加,悪寒,震え"
14967,体液のpH調節に重要な器官は？,"肺,脾臓,胆嚢,皮膚"
14968,血糖値を一定に保つ働きを何という？,"恒常性,順応,反射,適応"
14969,脱水時に分泌が増加するホルモンは？,"ADH,インスリン,チロキシン,カルシトニン"
14970,震えによる熱産生を何という？,"シバリング,対流,蒸発,放射"
14971,正常成人の深部体温に最も近いのは？,"37℃,30℃,40℃,25℃"
14972,腎臓が恒常性維持で担う役割は？,"水・電解質調整,酸素交換,胆汁分泌,筋収縮"
15095,膝関節伸展に働く筋は？,"大腿四頭筋,ハムストリングス,前脛骨筋,腓腹筋"
15097,肘関節屈曲の主動作筋は？,"上腕二頭筋,上腕三頭筋,円回内筋,尺側手根屈筋"
15098,肩関節内旋に働く筋は？,"肩甲下筋,棘下筋,小円筋,棘上筋"
15099,股関節外転に働く筋は？,"中臀筋,大腿直筋,薄筋,大内転筋"
15100,手関節背屈に関与する神経は？,"橈骨神経,尺骨神経,正中神経,筋皮神経"
15101,膝関節屈曲に主に働く筋群は？,"ハムストリングス,大腿四頭筋,下腿三頭筋,中臀筋"
15102,足関節底屈に主に働く筋は？,"下腿三頭筋,前脛骨筋,長趾伸筋,長母趾伸筋"
15116,歩行周期で両脚が接地している時期を何という？,"両脚支持期,遊脚期,立脚中期,加速期"
15119,パーキンソン病で特徴的な歩行は？,"小刻み歩行,鶏歩,動揺性歩行,間欠性跛行"
15120,立脚初期に踵接地を制御する筋は？,"前脛骨筋,下腿三頭筋,大腿四頭筋,中臀筋"
15121,つま先離地に重要な筋は？,"下腿三頭筋,前脛骨筋,大臀筋,大腿四頭筋"
15126,立位姿勢保持で重要な筋は？,"脊柱起立筋,上腕二頭筋,前脛骨筋,大胸筋"
15136,関節運動で回転中心からの距離を何という？,"モーメントアーム,支点,作用線,重心"
15171,肩関節屈曲の正常ROMに最も近いのは？,"180°,90°,45°,20°"
15172,肩関節外転の正常ROMに最も近いのは？,"180°,60°,30°,10°"
15173,肘関節屈曲の正常ROMに最も近いのは？,"145°,60°,90°,200°"
15174,膝関節屈曲の正常ROMに最も近いのは？,"130°,45°,70°,200°"
15175,足関節背屈の正常ROMに最も近いのは？,"20°,90°,45°,0°"
15176,足関節底屈の正常ROMに最も近いのは？,"45°,10°,90°,5°"
15177,股関節屈曲の正常ROMに最も近いのは？,"125°,30°,70°,180°"
15178,股関節伸展の正常ROMに最も近いのは？,"15°,90°,60°,45°"
15179,前腕回外の正常ROMに最も近いのは？,"90°,20°,45°,150°"
15180,頸部回旋の正常ROMに最も近いのは？,"60°,10°,180°,25°"
15186,下腿三頭筋の主な作用は？,"足関節底屈,足関節背屈,膝伸展,股関節屈曲"
15190,腸腰筋の主な作用は？,"股関節屈曲,股関節伸展,膝伸展,足関節底屈"
18173,大腿骨頭が関節する骨は？,"寛骨,脛骨,腓骨,仙骨"
18174,上腕骨と関節する前腕骨は？,"橈骨,肩甲骨,大腿骨,仙骨"
18176,脊柱を構成する骨で正しいのは？,"椎骨,肋骨,肩甲骨,胸骨"
18177,肋骨と関節する骨は？,"胸骨,大腿骨,上腕骨,寛骨"
18178,脛骨が位置する部位は？,"下腿内側,上腕外側,前腕内側,足部後方"
18180,橈骨頭が関節する骨は？,"上腕骨,肩甲骨,胸骨,仙骨"
18181,仙骨はどの骨同士の間にある？,"左右寛骨,左右大腿骨,左右肩甲骨,左右脛骨"
18182,尺骨が位置する部位は？,"前腕内側,前腕外側,下腿内側,下腿外側"
18183,大転子を有する骨は？,"大腿骨,上腕骨,脛骨,肩甲骨"
18187,坐骨結節を有する骨は？,"寛骨,大腿骨,脛骨,胸骨"
18191,上腕三頭筋の支配神経は？,"橈骨神経,正中神経,尺骨神経,腋窩神経"
18195,ハムストリングスの起始部は？,"坐骨結節,大転子,肩峰,脛骨粗面"
18202,ヒラメ筋の特徴として正しいのは？,"抗重力筋,表情筋,呼吸筋,咀嚼筋"
18205,上腕二頭筋を支配する神経は？,"筋皮神経,橈骨神経,尺骨神経,腋窩神経"
18207,中臀筋を支配する神経は？,"上殿神経,下殿神経,閉鎖神経,脛骨神経"
18209,手内筋を多く支配する神経は？,"尺骨神経,正中神経,橈骨神経,筋皮神経"
18210,母指球筋を主に支配する神経は？,"正中神経,尺骨神経,橈骨神経,腋窩神経"
18227,尿を貯留する臓器は？,"膀胱,腎臓,尿管,前立腺"
18230,声を出す機能を持つ部位は？,"喉頭,気管,食道,肺"
18231,横隔膜の直下に位置する臓器は？,"肝臓,膀胱,直腸,前立腺"
18232,女性で胎児を育てる臓器は？,"子宮,卵巣,膀胱,直腸"
18233,上腕動脈の拍動を触知しやすい部位は？,"上腕,大腿,頸部,足背"
18235,下肢へ血液を送る主要な動脈は？,"大腿動脈,橈骨動脈,鎖骨下動脈,脳底動脈"
18236,脈拍測定でよく用いられる動脈は？,"橈骨動脈,肺動脈,腎動脈,脳底動脈"
18238,肺から心臓へ動脈血を送る血管は？,"肺静脈,肺動脈,上大静脈,冠静脈"
18240,上半身から心臓へ血液を戻す静脈は？,"上大静脈,下大静脈,門脈,肺静脈"
18241,下半身から心臓へ血液を戻す静脈は？,"下大静脈,上大静脈,肺静脈,門脈"
18243,大動脈が始まる心臓の部位は？,"左心室,右心室,左心房,右心房"
18248,心臓が位置する体腔は？,"胸腔,腹腔,骨盤腔,頭蓋腔"
18249,肝臓が主に位置する部位は？,"右上腹部,左上腹部,右下腹部,左下腹部"
18250,脊髄が通る部位は？,"脊柱管,胸腔,腹腔,骨盤腔"
18251,肺の下方に位置する筋は？,"横隔膜,腹直筋,僧帽筋,大臀筋"
18252,胃の後方に位置する臓器は？,"膵臓,肺,膀胱,心臓"
18255,心臓の前方に位置する骨は？,"胸骨,肩甲骨,脊柱,寛骨"
18257,気管の後方を通る構造は？,"食道,大腿動脈,尿管,脊髄"
18259,尺骨が位置する側は？,"小指側,母指側,足底側,足背側"
18260,心臓の上方へ続く大血管は？,"大動脈,門脈,腎静脈,肺静脈"
18262,肺の内側に位置する構造は？,"心臓,脾臓,腎臓,胃"
18384,安静時膜電位の維持に重要な機構は？,"Na-Kポンプ,滑面小胞体,横行小管,ゴルジ体"
18385,中枢神経系を構成するものは？,"脳と脊髄,脳と神経根,脊髄と末梢神経,脳神経と脊髄神経"
18386,反射中枢が存在する部位は？,"脊髄,小脳,大脳基底核,視床"
18387,交感神経刺激で起こる反応は？,"心拍数増加,瞳孔縮小,消化促進,排尿促進"
18388,副交感神経刺激で起こる反応は？,"消化促進,心拍数増加,瞳孔散大,発汗増加"
18390,神経伝導速度が最も速い線維は？,"有髄神経線維,無髄神経線維,交感神経線維,副交感神経線維"
18393,痛覚を伝える神経線維は？,"Aδ線維,C線維,運動神経線維,γ線維"
18394,小脳の主な働きは？,"運動協調,視覚認識,言語理解,聴覚認識"
18395,大脳皮質運動野が存在する部位は？,"前頭葉,後頭葉,側頭葉,頭頂葉"
18397,筋紡錘が感知するものは？,"筋の伸張,筋力,血流量,体温"
18401,筋の収縮単位は？,"サルコメア,ニューロン,ネフロン,肺胞"
18406,ゴルジ腱器官が感知するものは？,"筋張力,筋長,血流量,酸素量"
18407,筋疲労に関連する物質は？,"乳酸,インスリン,ヘモグロビン,アルブミン"
18414,全身へ血液を送る心室は？,"左心室,右心室,左心房,右心房"
18415,肺へ血液を送る心室は？,"右心室,左心室,左心房,右心房"
18416,動脈血を運ぶ静脈は？,"肺静脈,上大静脈,下大静脈,門脈"
18424,心拍数を減少させる神経は？,"副交感神経,交感神経,運動神経,感覚神経"
18425,脈拍を触知しやすい動脈は？,"橈骨動脈,肺動脈,冠動脈,門脈"
18427,心電図P波が示すものは？,"心房興奮,心室興奮,心室再分極,心停止"
18428,呼吸の主な筋は？,"横隔膜,大臀筋,上腕二頭筋,大腿四頭筋"
18431,吸気時に起こる変化は？,"胸腔内圧低下,胸腔内圧上昇,肺容量減少,横隔膜弛緩"
18432,呼気時に主に働く現象は？,"肺の弾性収縮,横隔膜収縮,胸郭拡大,外肋間筋収縮"
18435,肺活量に含まれるものは？,"予備吸気量,残気量,機能的残気量,肺胞気量"
18436,努力呼気時に働く筋は？,"腹筋群,横隔膜,僧帽筋,前脛骨筋"
18438,呼吸数増加を起こしやすい刺激は？,"二酸化炭素増加,酸素増加,血圧低下,血糖低下"
18439,外呼吸で正しいものは？,"肺胞と血液のガス交換,血液と細胞のガス交換,細胞内代謝,酸素産生"
18440,肺サーファクタントの役割は？,"肺胞虚脱防止,酸素産生,CO2産生,血液凝固"
18442,SpO2が示すものは？,"動脈血酸素飽和度,肺活量,呼吸数,換気量"
18443,肝臓の主な働きは？,"胆汁産生,酸素交換,尿生成,血液凝固のみ"
18453,肝臓に流入する特殊な血管は？,"門脈,肺静脈,冠動脈,腎静脈"
18455,消化酵素を含む液を分泌する臓器は？,"膵臓,脾臓,肺,胆嚢"
18456,内臓機能調整に関わる神経は？,"自律神経,運動神経,感覚神経,脳神経のみ"
18457,胆汁の主な役割は？,"脂肪消化補助,酸素運搬,止血,尿生成"
18461,基礎代謝を上昇させるホルモンは？,"甲状腺ホルモン,インスリン,ADH,パラトルモン"
18468,ストレス時に増加するホルモンは？,"コルチゾール,インスリン,オキシトシン,メラトニン"
18471,アルドステロンの作用は？,"ナトリウム再吸収,血糖低下,骨吸収抑制,睡眠促進"
18472,カルシトニンを分泌する部位は？,"甲状腺,副腎髄質,膵臓,下垂体"
18481,消化管の蠕動運動を調整する神経は？,"副交感神経,交感神経,運動神経,感覚神経"
18483,脂肪の最終消化産物は？,"脂肪酸,アミノ酸,麦芽糖,乳糖"
18484,炭水化物の最終消化産物は？,"ブドウ糖,脂肪酸,アミノ酸,乳酸"
18486,空腹時に収縮運動を行う臓器は？,"胃,脾臓,膀胱,気管"
18487,消化酵素を多く含む液を分泌する臓器は？,"膵臓,胆嚢,脾臓,腎臓"
18489,発汗の主な役割は？,"体温放散,酸素運搬,血糖上昇,尿生成"
18490,寒冷時に起こる反応は？,"皮膚血管収縮,発汗増加,皮膚血管拡張,呼吸停止"
18491,暑熱時に起こる反応は？,"皮膚血管拡張,筋緊張増加,悪寒,震え"
18495,水分量調整に重要なホルモンは？,"ADH,インスリン,チロキシン,エストロゲン"
